File Name,Category,NPCR_R_baseline,NPCR_G_baseline,NPCR_B_baseline,NPCR_baseline,NPCR_R_optimized,NPCR_G_optimized,NPCR_B_optimized,NPCR_optimized,selisih_npcr,UACI_R_baseline,UACI_G_baseline,UACI_B_baseline,UACI_baseline,UACI_R_optimized,UACI_G_optimized,UACI_B_optimized,UACI_optimized,selisih_uaci
I04_21_04.png,medium,99.06311,99.08803,99.09312,99.08142,99.52087,99.49443,99.49951,99.50494,0.42352000000001055,33.53333,33.48451,33.4198,33.47922,33.56039,33.40386,33.44176,33.46867,-0.010549999999994952
I05_13_02.png,medium,98.97919,99.00818,98.99394,98.99377,99.26503,99.26707,99.27266,99.26826,0.2744900000000001,33.50019,33.48916,33.48145,33.49027,33.34162,33.53823,33.41363,33.43116,-0.05911000000000399
I06_11_04.png,medium,99.44356,99.42271,99.45577,99.44068,99.19586,99.22638,99.24418,99.22214,-0.2185400000000044,33.3669,33.46565,33.40857,33.41371,33.42639,33.4375,33.40538,33.42309,0.009380000000000166
I09_02_01.png,medium,99.48425,99.49595,99.46493,99.48171,99.21977,99.20451,99.2391,99.22112,-0.26059000000000765,33.40953,33.45162,33.43727,33.43281,33.42023,33.40707,33.52411,33.45047,0.017659999999999343
I10_25_02.png,medium,98.94918,98.97461,98.97512,98.9663,99.52342,99.49188,99.53868,99.51799,0.5516899999999936,33.4252,33.41366,33.40264,33.41383,33.49074,33.48513,33.45267,33.47618,0.062350000000002126
I19_25_05.png,medium,99.60022,99.63125,99.59259,99.60802,98.90951,98.91103,98.93595,98.91883,-0.6891899999999964,33.47427,33.38841,33.36737,33.41002,33.48049,33.4003,33.56435,33.48172,0.07169999999999987
I23_08_02.png,medium,99.26503,99.27419,99.28792,99.27572,99.2157,99.22078,99.21824,99.21824,-0.05748000000001241,33.44779,33.51474,33.53794,33.50016,33.53485,33.42358,33.48346,33.48063,-0.019530000000003156
I24_25_05.png,medium,99.19027,99.20553,99.20553,99.20044,98.97512,99.03361,98.99801,99.00224,-0.19819999999999993,33.44754,33.48397,33.47247,33.46799,33.47884,33.39615,33.4649,33.44663,-0.021360000000001378
I32_05_02.png,medium,99.09515,99.08854,99.07939,99.08769,99.11448,99.10736,99.10583,99.10923,0.02154000000000167,33.52938,33.4554,33.34749,33.44409,33.44011,33.49119,33.58837,33.50656,0.06246999999999758
I32_16_03.png,medium,98.64655,98.67147,98.64502,98.65434,99.11906,99.16178,99.14805,99.14296,0.4886199999999974,33.40421,33.43908,33.33484,33.39271,33.48087,33.46867,33.50566,33.48507,0.09235999999999933
I37_11_01.png,medium,99.49188,99.53512,99.52698,99.51799,98.95833,98.98275,98.96952,98.9702,-0.547789999999992,33.40488,33.47706,33.48372,33.45522,33.55612,33.43111,33.41161,33.46628,0.011060000000000514
I44_07_01.png,medium,99.17501,99.16128,99.19637,99.17755,98.95528,98.94562,99.00767,98.96952,-0.20802999999999372,33.50496,33.44606,33.46558,33.4722,33.37779,33.36018,33.38364,33.37387,-0.09833000000000425
I44_13_04.png,medium,99.23452,99.20553,99.23248,99.22418,98.84745,98.85763,98.84796,98.85101,-0.3731700000000018,33.42245,33.44109,33.48259,33.44871,33.47132,33.46464,33.47593,33.47063,0.021920000000001494
I48_13_03.png,medium,99.25079,99.26503,99.2452,99.25368,99.31335,99.27114,99.29199,99.29216,0.03847999999999274,33.49073,33.51815,33.37492,33.46127,33.49231,33.55456,33.48868,33.51185,0.05058000000000362
I49_08_04.png,medium,99.57733,99.5814,99.57733,99.57869,98.90137,98.86882,98.86373,98.87797,-0.7007199999999898,33.39241,33.52626,33.54045,33.48637,33.50327,33.35995,33.48857,33.4506,-0.03576999999999941
I53_21_03.png,medium,99.24978,99.25537,99.29301,99.26605,99.09668,99.0682,99.03717,99.06735,-0.19870000000000232,33.49652,33.48874,33.45207,33.47911,33.47112,33.5141,33.41597,33.46706,-0.012050000000002115
I56_25_04.png,medium,98.94358,98.88153,98.93036,98.91849,99.12211,99.1862,99.1155,99.14127,0.2227800000000002,33.43386,33.46374,33.45098,33.44952,33.40104,33.41255,33.4828,33.43213,-0.017389999999998906
I57_16_03.png,medium,99.18009,99.19434,99.20197,99.19213,98.9329,98.90594,98.90696,98.91527,-0.2768599999999992,33.55934,33.38153,33.32118,33.42068,33.62892,33.42829,33.46378,33.507,0.08632000000000062
I60_13_04.png,medium,98.96901,98.99292,98.97817,98.98003,99.18264,99.12974,99.19535,99.16924,0.18921000000000276,33.49275,33.44437,33.49952,33.47888,33.50993,33.39829,33.52472,33.47765,-0.0012299999999996203
I61_22_05.png,medium,99.57937,99.60175,99.59106,99.59073,98.91307,98.87746,98.86983,98.88679,-0.7039399999999887,33.46989,33.45278,33.50249,33.47505,33.45356,33.42877,33.42231,33.43488,-0.04017000000000337
I62_12_04.png,medium,98.9741,98.99953,99.01326,98.99563,99.2691,99.26046,99.28691,99.27216,0.27652999999999395,33.36156,33.54223,33.41362,33.43913,33.3413,33.50775,33.43635,33.42847,-0.010660000000001446
I65_13_01.png,medium,99.04327,99.00106,99.06972,99.03802,98.89933,98.87288,98.87492,98.88238,-0.15564000000000533,33.43402,33.38871,33.43474,33.41916,33.46384,33.45358,33.38124,33.43289,0.013730000000002462
I71_12_02.png,medium,99.4222,99.41508,99.42118,99.41949,99.27877,99.24978,99.23452,99.25435,-0.16513999999999385,33.40944,33.47542,33.40489,33.42992,33.40767,33.37304,33.44937,33.41002,-0.019899999999999807
I73_03_03.png,medium,99.19434,99.23604,99.16484,99.1984,99.22078,99.23553,99.1862,99.21417,0.01576999999998918,33.48943,33.47063,33.39274,33.45093,33.50514,33.39653,33.51982,33.47383,0.02289999999999992
I75_07_01.png,medium,99.40847,99.42271,99.37388,99.40169,98.88255,98.90391,98.87899,98.88848,-0.5132100000000008,33.43149,33.50114,33.48959,33.47407,33.388,33.41047,33.46724,33.4219,-0.05216999999999672
I79_05_04.png,medium,99.00665,99.01581,99.05497,99.02581,98.83982,98.82304,98.85305,98.83864,-0.18717000000000894,33.36749,33.4638,33.42116,33.41748,33.41618,33.45432,33.39135,33.42062,0.003140000000001919
I81_13_01.png,medium,99.3693,99.40745,99.39728,99.39134,99.23096,99.2157,99.2157,99.22078,-0.17055999999999472,33.47673,33.51028,33.42989,33.4723,33.43582,33.48813,33.47457,33.46617,-0.006129999999998859
I02_01_05.png,low,99.12109,99.15009,99.12211,99.1311,99.37439,99.34998,99.34489,99.35642,0.2253199999999964,33.49849,33.41953,33.454,33.45734,33.41112,33.49371,33.47641,33.46041,0.0030700000000010164
I02_08_04.png,low,99.04683,99.07481,99.02802,99.04989,99.07074,99.02445,99.07379,99.05633,0.006439999999997781,33.47302,33.38309,33.36677,33.40763,33.44388,33.5034,33.47836,33.47521,0.06757999999999953
I05_03_05.png,low,99.08854,99.07939,99.08752,99.08515,99.14653,99.14805,99.16026,99.15161,0.0664600000000064,33.39272,33.41583,33.58372,33.46409,33.32717,33.37725,33.53707,33.41383,-0.050260000000001526
I08_04_04.png,low,99.15975,99.17043,99.15314,99.16111,98.90137,98.86576,98.85559,98.87424,-0.2868699999999933,33.52168,33.43978,33.44583,33.46909,33.4809,33.45823,33.45748,33.46554,-0.003550000000004161
I10_01_04.png,low,99.19637,99.17501,99.15466,99.17535,99.20705,99.26707,99.20197,99.22536,0.05001000000000033,33.42977,33.46798,33.40109,33.43295,33.53123,33.35421,33.47305,33.45283,0.019880000000000564
I11_02_04.png,low,99.2452,99.24316,99.22536,99.23791,99.14754,99.17959,99.16128,99.1628,-0.07510999999999513,33.4825,33.49983,33.47099,33.48444,33.42929,33.41433,33.40622,33.41661,-0.06783000000000072
I18_07_02.png,low,98.87899,98.88,98.87441,98.8778,99.01326,98.97919,98.99292,98.99512,0.11732000000000653,33.48035,33.46875,33.4663,33.4718,33.4633,33.57195,33.53508,33.52345,0.05164999999999509
I18_12_05.png,low,99.22485,99.23655,99.24927,99.23689,98.90747,98.91815,98.94816,98.92459,-0.31230000000000757,33.49937,33.3236,33.38409,33.40236,33.50939,33.33425,33.47836,33.44067,0.038309999999995625
I20_13_04.png,low,98.90798,98.9212,98.88306,98.90408,99.22129,99.20807,99.20349,99.21095,0.30687000000000353,33.48725,33.482,33.57882,33.51602,33.46907,33.52078,33.38997,33.45994,-0.05607999999999436
I21_04_04.png,low,99.01988,98.9741,98.95833,98.9841,98.75844,98.73301,98.67452,98.72199,-0.26210999999999274,33.36579,33.43418,33.59813,33.46603,33.47049,33.49271,33.53171,33.4983,0.03226999999999691
I27_21_05.png,low,98.78693,98.84389,98.83219,98.821,99.09058,99.05039,99.07837,99.07311,0.25211000000000183,33.46398,33.41786,33.46657,33.44947,33.45537,33.38531,33.5011,33.44726,-0.002209999999998047
I29_03_05.png,low,99.07125,99.1272,99.09821,99.09888,98.96698,98.9502,98.97054,98.96257,-0.1363099999999946,33.39426,33.41737,33.43814,33.41659,33.44716,33.40456,33.34771,33.39981,-0.01677999999999713
I33_14_03.png,low,98.92832,98.89933,98.93087,98.91951,99.39423,99.35099,99.40542,99.38354,0.46402999999999395,33.44761,33.39183,33.46628,33.43524,33.45081,33.42781,33.51692,33.46518,0.029939999999996303
I39_21_03.png,low,99.40186,99.47611,99.43237,99.43678,99.15263,99.12669,99.16534,99.14822,-0.2885600000000039,33.42659,33.49468,33.52095,33.48074,33.40191,33.50938,33.50183,33.47104,-0.009699999999995157
I40_19_05.png,low,99.10583,99.08854,99.14551,99.11329,99.09922,99.13788,99.16738,99.13483,0.021539999999987458,33.48711,33.40082,33.50117,33.46303,33.49242,33.41009,33.47867,33.4604,-0.002630000000003463
I41_02_05.png,low,99.65719,99.64905,99.66736,99.65786,99.00004,99.01174,98.99089,99.00089,-0.6569700000000012,33.49727,33.50376,33.44831,33.48311,33.41988,33.373,33.40581,33.39956,-0.08355000000000246
I41_16_04.png,low,98.909,98.84898,98.85356,98.87051,99.22892,99.25435,99.24062,99.2413,0.3707899999999995,33.50343,33.52038,33.45792,33.49391,33.48118,33.44446,33.43854,33.45473,-0.03918000000000177
I44_03_05.png,low,99.18925,99.20858,99.24164,99.21316,99.34743,99.35303,99.33777,99.34608,0.1329199999999986,33.39531,33.45887,33.51268,33.45562,33.49041,33.43855,33.31128,33.41341,-0.0422100000000043
I44_15_03.png,low,99.0392,99.01835,99.05548,99.03768,99.23197,99.24622,99.2513,99.24316,0.20548000000000854,33.40248,33.47192,33.4232,33.43253,33.38778,33.41301,33.53529,33.44536,0.012830000000001007
I48_23_04.png,low,99.10227,99.12771,99.13025,99.12008,99.2218,99.26453,99.2452,99.24384,0.12376000000000431,33.49924,33.53588,33.43072,33.48861,33.36328,33.46217,33.49087,33.43878,-0.04983000000000004
I50_07_03.png,low,99.08905,99.08752,99.0626,99.07973,99.24266,99.25486,99.24622,99.24791,0.16818000000000666,33.50347,33.53867,33.44914,33.49709,33.56149,33.53694,33.52997,33.5428,0.045709999999999695
I56_16_05.png,low,99.23452,99.28691,99.24418,99.2552,98.821,98.85763,98.8032,98.82728,-0.4279200000000003,33.58539,33.45972,33.48849,33.5112,33.49908,33.4955,33.49552,33.4967,-0.014500000000005286
I61_02_04.png,low,99.13177,99.1155,99.02547,99.09092,99.05853,99.08752,99.09617,99.08074,-0.010179999999991196,33.44763,33.43838,33.40976,33.43192,33.50826,33.52863,33.52928,33.52206,0.09014000000000522
I66_10_04.png,low,99.38761,99.37337,99.39321,99.38473,99.44153,99.47052,99.42983,99.44729,0.06255999999999062,33.51912,33.48622,33.36502,33.45679,33.37759,33.51529,33.46855,33.45381,-0.002980000000000871
I73_10_05.png,low,99.47205,99.4578,99.46086,99.46357,98.9385,98.94104,98.94613,98.94189,-0.5216800000000035,33.40614,33.55358,33.33724,33.43232,33.44177,33.46206,33.34065,33.41483,-0.01748999999999512
I74_04_04.png,low,99.25486,99.26198,99.25283,99.25656,99.3632,99.39728,99.39117,99.38388,0.12732000000001165,33.45276,33.50125,33.4872,33.4804,33.3775,33.4269,33.44766,33.41735,-0.06305000000000405
I75_14_05.png,low,98.85661,98.85915,98.88611,98.86729,99.04683,99.03666,99.01174,99.03175,0.16446000000000538,33.46525,33.41355,33.42147,33.43342,33.40537,33.49705,33.36783,33.42342,-0.00999999999999801
I76_24_02.png,low,99.46645,99.44051,99.47815,99.4617,99.22689,99.21468,99.24927,99.23028,-0.23141999999999996,33.48688,33.41941,33.47752,33.46127,33.31465,33.45629,33.43248,33.40114,-0.060130000000000905
I77_02_03.png,low,99.24723,99.20959,99.2335,99.23011,99.29657,99.27724,99.2981,99.29064,0.06052999999999997,33.58024,33.43555,33.48889,33.50156,33.53262,33.34854,33.46525,33.4488,-0.05275999999999925
I79_01_05.png,low,99.49951,99.50104,99.4695,99.49002,99.45628,99.44051,99.47713,99.45797,-0.032049999999998136,33.47381,33.36352,33.44263,33.42665,33.36711,33.47908,33.51427,33.45349,0.026839999999999975
